"","M1_1_MSS","M1_2_MSS","M5_1_MSS","M5_2_MSS","T49_1_MSS","T49_2_MSS","M42_1_PD","M42_2_PD","M43_1_PD","M43_2_PD","M64_1_PD","M64_2_PD"
"1",24.29438489,44475.96381,0,6269.14095,1135.816869,21933.89963,0,0,772.9056302,2136.746203,1820.723776,1727.90983
"2",0,43138.90442,2102.056186,50355.05143,248.9275305,3239.160055,1315.904473,0,0,0,0,892.3564739
"3",3412.603318,172143.0403,77323.01892,307637.4289,98442.27728,192982.3696,24851.34409,16547.95036,5565.282098,0,3264.562572,5901.957686
"4",220431.1788,145656.8866,104287.8149,75887.3652,773377.4981,481165.5377,1027196.292,1163747.376,4080239.182,4885818.113,3093786.793,2759104.544
"5",18254.77813,8529.754751,35955.90078,44102.31611,57145.16817,34638.00992,21231.25588,49499.69621,666107.0448,379313.6153,255792.1172,579765.0018
"6",644513.3184,261938.0254,187023.4843,124867.7152,4487443.692,2572575.275,535809.1872,434645.8917,91361.87812,65997.91272,243250.4386,206632.6444
"7",686819.9955,331983.602,252694.3025,322889.5265,34886738.4,6651273.662,832708.6977,827703.4096,498518.852,118448.8384,151636.8015,121583.0401
"8",815185.8369,728701.4076,267179.3637,251301.6988,26259011.13,29240205.76,686115.4073,1776035.642,753784.8076,901784.6388,2063314.85,1653803.02
"9",1578.262851,9835.822062,2033.338669,2220.749817,541270.3124,781086.6694,816.6768629,0,6839.682286,2764.548095,57.40908358,7160.039705
"10",2814.761655,13247.29119,2120.955928,638.1610424,994154.345,2864331.364,1438.375257,37167.19568,2785.613488,17105.34841,979.5056688,4221.534845
"11",6044.580786,30973.87733,38365.2907,43994.34482,753849.4426,720885.5233,34.12579649,2124.8754,6940.725086,5031.957338,587.9359624,2744.34284
"12",5925.722731,16485.18719,5490.428024,5454.321437,860590.9419,1149233.572,6316.695561,6805.257816,1923.455707,3093.062743,7751.323284,3843.346744
"13",95988.82002,171256.2402,30311.25387,30264.84185,63838.29073,227563.6203,161.4557166,0,3383.507548,32707.3558,11573.14173,63814.53695
"14",7089.330976,3814.877561,1906.647434,1083.956571,34834.09565,17576.90956,25360.27301,18059.3309,15348.03561,8629.129542,93834.75797,73759.25216
"15",59729.23574,35866.65613,54688.19486,45310.93658,134641.4328,137978.1928,6548.123321,5864.527751,43026.95891,49237.2251,121392.0792,125124.9292
"16",385.6754455,3878.369812,350.6802696,831.4361846,0,0,0,0,4603.46693,38769.91973,2234.058672,71940.54273
"17",25263.83487,19547.71682,6976.855789,12543.54038,24515.90632,31696.44152,18150.73595,28909.51208,27835.85529,30334.31512,77551.68704,96774.23198
"18",18167.63623,10952.43781,5544.515632,5677.672278,19339.31976,24437.85682,107809.2807,186936.2148,120237.3385,109147.788,185745.9611,106353.2662
"19",8753.078023,44448.61643,1360.798277,188.2465952,0,2884.781068,0,0,1454.65892,39635.1617,1051.380778,7699.514778
"20",4804.571339,75205.44586,3031.090819,629.4888406,1388.435692,0,0,0,4934.165351,18020.37008,0,10338.99224
"21",5725.505138,2912.015945,5347.117701,5018.642629,60647.18362,34436.59993,125081.7038,75972.67913,215146.6928,163098.4398,300313.6585,319483.9534
"22",1680398.01,1202769.49,953192.0241,875298.5105,3306092.859,2221212.605,5438326.591,13446273.11,34431282.95,29441234.36,49485761.59,44764441.77
"23",3234.875244,29021.01463,30649.27647,37603.40918,6137.797429,19751.8711,10324.9688,3483.848603,136504.0774,474509.8838,64931.69021,547862.7177
"24",15911.7724,34838.01744,8723.549639,7826.855408,23805.29279,70506.47935,10204.41475,42170.42878,335861.8403,1070398.506,361265.2415,878196.7834
"25",14196.27621,49467.8664,35187.92694,31620.5192,8403.559515,9769.817924,3888.097034,3097.745337,108898.5376,331878.6586,12961.9588,90713.29786
"26",41601.0733,57924.49348,10532.17032,7900.675144,123422.5857,79153.67783,2607.987998,39996.76257,299809.0182,645304.2118,104671.2103,130324.7284
"27",135262.1665,181536.345,20256.19976,9105.70425,382894.1943,711560.3125,110148.777,57201.20289,21227.5509,192964.8926,16210.95241,407244.5965
"28",0,0,0,0,164381.4078,73280.02475,0,0,0,196.8198349,0,406.0595443
"29",5233.719526,2823.68365,2566.900591,2463.69761,42325.19932,35400.53636,5912.799702,389.5303221,6169.971976,3258.581585,6272.511627,1753.099528
"30",4975.895586,2819.460022,557.5784882,0,11472.88641,4198.800348,13322.80861,5418.916512,8704.411632,4935.127883,16961.49313,8160.903638
"31",1213982.437,522142.4142,230734.7269,187180.5756,3011109.68,565517.7532,372451.9349,288820.998,1163707.996,269288.0323,1875261.77,1063965.989
"32",485852.4958,44385.13109,29697.23749,14109.09534,1111092.7,160325.6597,222466.8835,98932.04332,564302.5436,71811.65218,598318.8985,402655.5194
"33",200979.799,245960.6029,92585.22409,74811.17451,1159922.109,1015873.632,171887.7385,336884.2781,313849.8388,544577.0067,857971.4066,671140.4426
"34",243855.2404,61512.75705,13264.17749,3662.602471,1087274.843,829405.0854,236317.4401,491704.5979,452288.772,553492.9293,911749.1318,618098.8193
"35",42563.04574,17860.41329,4435.908033,2842.955058,265941.1946,187592.5058,50126.12905,93784.47713,102567.0849,100386.2839,152160.0635,89517.90812
"36",89464.54304,767.4743805,6454.578632,6.965305998,265154.3369,27891.2144,43289.41523,20315.14662,113492.4473,16082.68236,111822.4911,66346.02423
"37",496911.4792,617540.0465,85499.27622,69809.81778,2199846.005,2375270.859,430861.1836,907291.228,751929.3026,1261011.216,1679627.438,1234104
"38",817308.8222,365685.4882,153718.3988,162621.325,2417135.509,446855.7488,329707.1802,190043.5984,1011662.219,215040.7309,1177805.357,999390.8862
"39",318076.3688,189891.1633,37204.30408,34703.39853,322994.6324,203284.7043,163399.1451,369284.2782,396807.7289,320507.4487,312393.3441,312134.3404
"40",54505.57253,59757.18293,9506.695254,9690.175961,68230.9631,64971.71501,0,74575.08276,95956.75425,111993.4748,96225.11185,106205.0782
"41",2899376.385,1853913.111,725424.0141,555221.3239,11403751.46,6245065.706,5739037.567,5044739.975,6291237.304,5422421.846,4982702.515,4079506.264
"42",8365.551527,4817.875937,18507.18397,15378.46662,212492.0464,168545.5868,99028.77924,87986.29836,80214.41873,53335.36808,122758.6419,106213.0522
"43",488.8297628,268.5274007,0,492.8357025,1946.94658,12005.52358,0,8902.409097,9928.384325,30976.20864,21702.74512,23100.07367
"44",41646.01084,40052.86731,17603.85765,16840.37503,314252.7687,142809.5748,232343.5307,216314.3612,97089.47522,121039.6011,365751.5604,357216.7287
"45",9749.456088,152125.7784,5817.028277,8600.734835,57438.4488,188971.902,5854.813563,4873.824278,2696.001956,49143.78483,111.2157934,136798.7412
"46",4937.587054,13534.59967,877.3432476,993.8172114,42573.49581,53145.26215,0,1450.938658,14051.36921,30634.82304,26584.1717,83170.27251
"47",5660.353083,32015.10421,18331.30924,22345.05831,209797.4387,634181.3486,0,0,1458.660545,52224.1307,4239.600903,78665.46511
"48",3120.408424,0,4030.956825,1468.514799,108366.5672,91391.71684,0,10879.3478,4699.321169,3650.419656,48158.70191,48932.77393
"49",102158.275,39732.13528,682.4843762,148.1671944,477197.6151,71004.01207,368738.7135,73682.99967,281602.8945,62805.12274,323631.7571,311000.4491
"50",30059.97582,31459.98263,315.0012575,904.3458834,236150.4048,272695.9604,124927.7455,256002.9696,103380.3746,214872.969,331867.108,267941.8043
"51",6043.078042,4061.236459,1068.000727,1525.04198,17951.11515,9202.297621,6262.830242,7417.102075,8971.792403,7589.489311,25512.29122,20570.58974
"52",371.2822685,81.82994458,1511.074309,572.5824314,29626.97055,16352.91833,21124.02216,17361.05849,3808.550055,1502.467068,9638.819368,5408.154163
"53",345205.1606,262834.689,30818.44217,27673.16425,341997.3315,208376.3644,23594.72109,62958.03095,228483.9756,193187.6862,55401.37368,62716.5911
"54",42732.86629,7986.22616,8.723677957,23.79383495,106807.2671,47935.47307,0,12654.43073,74830.19952,39630.40112,26337.75028,26413.38267
"55",521013.0197,390660.9346,83319.00907,92858.27016,607576.5773,403037.8048,86261.00285,182782.8572,796313.3434,597102.6906,357668.5212,385286.498
"56",69164.35873,54758.92173,2300.696366,491.4286282,5032.162027,6643.5831,0,5895.657971,0,0,0,0
"57",152909.3266,126000.8313,1035.545517,0,220.624005,0,0,39889.22219,0,0,0,0
"58",35943.9049,26728.22939,23974.97811,24299.08754,345530.5781,231288.615,871921.0638,717642.4939,472399.8247,349712.1079,447591.0975,354194.8726
"59",5330.414643,4859.052434,4504.336704,3260.817488,23094.35853,12528.25972,6289.71972,15721.57785,19120.66597,21500.84218,13665.53891,14586.47774
"60",24250.85547,23883.96696,14468.40269,10874.48234,292069.9182,153209.7504,16351.24135,150264.377,253243.8809,236213.5693,1233644.502,935115.1117
"61",9250.348276,4460.994415,4827.114296,2014.213784,34497.81908,27139.39721,1069.399331,3079.631544,77339.47623,60099.13305,37275.05788,27611.67268
"62",5817.893993,4057.033294,7771.316928,1754.723872,260645.121,164801.8563,34760.77093,194806.0835,223291.1123,216385.2076,1277981.512,1445836.274
"63",591.4184601,0,522.6918239,984.1333753,171294.6876,184888.0483,6330.629092,2477.797163,0,0,899.3616864,2673.867714
"64",2140.054256,1187.769942,426.4013671,143.5704082,2867.716511,2022.809861,11060.65371,13731.83156,29022.30901,50037.84593,57931.00168,40690.79408
"65",13864.17701,7927.564322,2455.022747,1417.096575,30853.11799,186274.1634,73388.82095,55227.17622,150699.786,124853.8189,255396.2184,259172.5789
"66",30240.41023,26143.14577,44306.95673,31027.75743,35883.83787,27157.39736,3914.389832,2636.587679,26230.8922,20077.88632,6093.916501,3882.921595
"67",314.2574474,3343.826407,29460.70792,24281.89255,82200.09476,232837.843,4764.345936,0,1283.184971,96475.65115,2815.676785,76630.43946
"68",8835.899584,150326.2843,321937.4652,355544.4013,502456.3804,1673666.561,95717.90768,32430.24869,21663.55826,650171.8847,7656.985209,611977.0738
"69",3495.33043,46796.47766,53784.51335,25490.02948,270920.0657,903985.6823,87870.85677,60422.57115,20149.90395,503404.3066,30198.54925,317886.8885
"70",3246.754514,62901.06555,440131.002,330370.7144,578803.2387,403071.7407,136123.2939,59774.34589,46875.01761,371034.7,33360.41224,171496.6803
"71",19665.62734,11015.98116,19730.92219,12192.27156,213987.6478,87277.62187,185622.6463,64062.11438,58212.14288,41141.12234,36118.22618,12586.44968
"72",127506.4894,94754.33529,206295.5959,234585.9491,2383913.636,1765325.26,3361207.436,2718688.839,195447.172,134001.6806,446890.6368,510735.4714
"73",838.8919114,10948.6654,1108.661067,24316.64186,4873.367404,400.9411435,4766.312736,0,0,14656.93972,0,7940.228445
"74",338671.4289,131387.8596,540.2200499,306.0186821,461917.0094,192405.4536,80651.95986,65249.44227,535.8164089,214.1528116,3617.573842,5807.3172
"75",143719.0253,74271.03991,3479.879875,2478.302749,27818.7197,14462.85915,0,11366.58804,14639.24068,10605.38582,23006.59017,6554.065104
"76",231554.5598,107293.0203,558.7468129,3942.926591,72094.97918,25032.47674,52762.38636,18796.66999,3425.885363,4343.938467,1390.668721,6233.660337
"77",108933.0096,105049.6953,537.3064996,1932.160526,67017.70111,83737.30869,8406.164902,20662.99127,1229.737456,2105.81176,873.4407636,669.6845141
"78",37970.56796,31521.08367,42000.2466,37693.99554,647274.487,531028.3446,579374.8009,564726.5139,59125.70761,52306.02574,191855.9848,156885.6274
"79",29328.75601,21134.23796,6527.328303,7299.425731,39222.62801,30050.17944,83157.25303,57957.27708,44866.42673,40573.87081,113717.6839,80607.33187
"80",101867.078,61552.51593,19725.5662,16379.03672,132059.0866,67724.52399,0,17902.58398,40033.98498,24143.22944,143077.3502,104626.4661
"81",500.7779205,679.3323364,3970.711308,2275.10888,3481.489436,4788.803093,0,4732.989572,9803.476908,10868.68852,57430.53565,112444.0984
"82",112238.3357,73907.61435,10375.02758,7795.630275,95457.24229,64151.1274,6198.197284,6715.169587,2253.78809,578.0568923,6862.618617,2440.859561
"83",22176.38013,12289.33664,7343.115562,4262.015113,113935.3472,44957.08097,74079.21745,30340.14986,5287.970937,2018.034829,19071.48539,7942.214323
"84",47246.06968,5356.00527,1.202160135,0,264090.9134,79722.78945,192816.0864,757.2396772,15246.94025,6811.525035,13449.24231,19046.06207
"85",7944.855148,5111.257331,11832.51856,11727.21975,40702.44021,25328.37656,74369.22307,66610.48571,34652.48081,25423.41031,66064.78164,50520.61961
"86",10688.48139,9631.789974,18609.37213,18639.21723,184757.972,139149.029,300367.7398,310242.3594,294192.2766,247310.2569,271271.8723,313185.837
"87",1041.065572,1829.275893,3517.988616,3249.984353,43178.29196,24682.52958,124137.1223,86633.90856,16973.58472,11717.78489,30727.91211,18559.20376
"88",18885.53871,14599.66367,2528.452104,962.9093931,11555.92223,6253.215773,3401.215899,1173.648216,595.4635591,602.3370846,1486.486982,712.2012732
"89",594.3110317,1.511482462,581.0808985,1654.273815,2332.475451,1548.970544,75884.96177,221000.4368,30268.11652,11569.50922,181264.9054,166971.5288
"90",51143.59376,23631.47125,3870.606784,4656.147247,173265.9107,83516.44471,380804.6924,294070.0644,68376.51832,36773.09733,75689.50327,71174.21885
"91",47190.96212,26508.93479,8042.443519,5724.609915,165047.2894,73054.94083,299377.6858,191209.244,29073.14931,19330.00217,47805.20138,40127.89512
"92",27793.07279,17673.84939,2489.919075,2271.710232,99018.7271,40128.76187,48031.409,52410.19699,5572.235523,9656.979449,18329.53423,8430.46169
"93",108928.1877,130931.7926,19895.78002,18184.655,108856.0294,204534.4834,33022.89332,20625.34606,32001.17054,107875.2487,33990.88715,171757.3865
"94",3304.701844,1455.993517,954.021556,706.0278895,12018.33412,6623.026828,119711.1263,87138.53615,68841.79392,57920.62118,41455.95771,31386.90509
"95",60198.02025,53979.81821,33553.89136,26067.27599,122090.4665,189197.2333,27439.0204,17144.58286,72891.86288,113582.2196,117863.3892,265245.4136
"96",109155.5602,73552.01542,51938.54234,48935.41593,625250.5043,308650.5061,30932.12649,50029.12035,148972.4416,47660.34957,141421.394,121937.9815
"97",7344.135286,5450.066031,4811.542034,1703.757209,127305.5808,71459.72897,44150.40946,33584.15603,2161.717075,5188.357268,7777.32371,6552.191354
"98",12768.63487,6687.977891,779.5022019,2107.185683,9124.090259,5978.739226,21371.43197,8832.665688,35296.10672,31105.07861,46158.10835,80789.34693
"99",2758.894841,2091.140126,705.0469171,575.2577602,169035.0321,118365.9775,25145.42432,21268.89467,192476.2923,155992.2265,112642.9225,82510.97477
"100",0,125129.3942,218119.6952,642458.2457,921420.4953,1084752.307,68969.2798,30779.25711,2284907.157,2249200.123,2044.582152,1530794.254
"101",14612.25266,7501.735932,15970.97286,16508.60251,398931.0577,159602.2598,393039.4006,355785.932,82968.70549,62946.14326,152663.5584,90797.37557
"102",3861113.223,2764963.466,2557740.126,2278436.557,15464938.15,9782501.97,7001732.993,14030130.29,6432256.203,4719709.123,11258181.79,8376727.35
"103",6928184.434,5237267.701,5320827.453,5147017.143,28303471.02,15250193.13,12100667.37,16854283.82,11174586.72,8361628.923,13987051.13,9978924.619
"104",2848647.955,532043.8631,1250883.701,463027.9579,12030714.21,6399449.108,8647497.077,12728368.9,5586854.003,3394831.986,7862373.212,6168919.095
"105",38357.29259,216883.4964,88870.02826,1476967.518,3138517.483,1901478.58,496010.6327,144639.476,387520.7869,98658.35828,145021.2623,434244.1817
"106",150964.1811,116490.6436,118573.2138,124328.4181,5825285.163,3271425.082,86707.50556,91476.93156,75719.9172,50174.61214,81969.22451,71006.42236
"107",23505.03818,13853.6223,30264.82493,18662.77503,2402799.055,1347126.44,2515.717334,8104.483091,1039.052493,6012.54499,4931.781558,5265.699905
"108",13648.83268,11357.21106,6629.073251,4246.447973,121185.8417,57963.74318,324097.6438,281253.2959,13914.68773,12871.79299,28644.05394,19784.31642
"109",531227.5884,661973.4428,7506.835377,1708.803691,579098.6418,1011033.658,50161.72004,18131.76219,195252.105,886704.2251,142256.5462,1549351.871
"110",124229.1184,136193.506,28665.18957,22059.41736,81672.24252,94003.6088,134246.1333,288832.6785,405103.12,423436.815,195711.4757,229300.2193
"111",0,0,1498.378736,0.938350018,147285.6282,61878.52701,0.330658991,1527.732714,1.326183343,0,2.237473141,52.39060439
"112",29755.6305,9055.722281,16021.75254,7094.154733,1484291.029,727546.6286,165081.125,80664.6179,2420.104513,1426.667662,15669.20766,9523.247674
"113",16464.43857,23213.0493,11089.55658,7787.484802,829588.3668,1097790.245,6450.248899,27496.95765,4188.422803,6536.22021,8303.281762,10436.81031
"114",53271.58469,21473.49221,67513.93478,63838.39072,2153862.178,445129.4127,8375.807844,1976.845859,1952.813501,2381.179251,34326.63023,28029.07161
"115",60754.80177,36458.71273,1912.979479,2456.284434,265744.0519,137215.0032,84775.08577,168320.8834,49791.90735,34685.44578,149589.8056,170197.8445
"116",25339.36034,2143.422423,12776.82495,5335.498429,123373.7593,69083.86498,20231.94482,14329.91248,5614.734104,2961.141942,75519.76311,59116.6257
"117",6182.522455,2546.752735,2027.938386,1362.100962,76706.36862,31748.43819,48726.57496,34376.88593,42642.47144,19782.2624,49666.68004,27179.04026
"118",1081.341035,3.979590857,575.1833548,0,4828.007074,779.3963791,30329.87287,3537.431682,9747.913606,0,15152.62095,11292.0207
"119",17958.58601,14866.1094,6134.667386,13389.03391,125516.5479,145244.5166,53049.66981,76794.54094,114161.3065,90362.11763,220144.1068,212868.7858
"120",0,0,1090.543046,0,97323.24224,178186.1735,2535.949906,13308.99263,0,9115.751659,1371.007264,5197.591104
"121",14183.32767,10015.11383,1908.825344,1784.755846,115068.6006,57670.18413,47740.38637,31480.87748,1613.540203,1578.844019,22437.5919,14947.8136
"122",0,0,0,0,1096377.976,96292.15751,0,0,0,0,0,0
"123",6433.228353,7068.836795,1185.799985,2517.383096,2804761.148,502815.9598,11666.49683,3763.068632,7092.830408,5712.294481,7417.004551,4913.856641
"124",833.9710567,451.7071789,187.6221474,0,247477.7907,173360.6167,0,1511.34724,48.09217673,76.45067636,4943.340934,122.8320131
"125",0,0,2792.53184,392.0653352,50052.18565,92254.40832,0,0,345.3557528,1262.869219,925.3993236,3271.422538
"126",0,6487.574814,2183.5497,2316.420917,203.1594799,12658.27012,16250.02159,6693.817978,9012.773072,74703.15232,787.2495523,53109.14989
"127",10168.82812,13643.56223,1503.650233,1056.816954,80184.46643,123066.2717,301750.7474,413778.1632,128953.0741,397846.2414,388333.3022,310137.5009
"128",32689.13508,12069.32041,10640.78564,9030.032808,318200.347,34637.58766,577496.5252,145386.5581,294578.4292,65344.42693,407643.3183,302889.5888
"129",37408.77428,19436.01411,9668.343959,7223.376368,51786.95525,6582.241006,190897.909,39373.53525,114627.5835,24514.4672,66604.58253,46833.42304
"130",237363.909,73748.68204,56987.59013,35448.36611,285871.028,21439.3023,912627.5665,577959.71,753936.1648,143178.8079,732936.3638,635177.3357
"131",88054.60304,68434.50784,8616.9782,4864.451444,162861.2899,142330.8971,686794.7127,1332273.046,353432.6324,562670.4912,634487.7805,501070.0871
"132",176365.358,178630.0536,63564.2644,80592.13104,133963.2194,180684.8844,93339.12606,448434.4959,598594.0648,796393.353,708646.7807,1278515.983
"133",0,0,877.4081688,28213.30362,0,0,0,0,0,0,0,0
"134",11143.23103,10034.46024,12305.96018,10689.47703,2159.302705,3676.012459,10786.61192,11085.5299,2344.97721,1936.634093,39859.59782,36608.53988
"135",1443.73403,16191.04311,56276.14659,259882.2083,117603.3033,302849.7868,225926.3338,31233.18468,51882.51091,293473.5887,13796.54186,320755.4327
"136",2200.426943,10500.57857,38734.6321,40481.52352,157245.792,633919.0103,37071.36772,24780.41891,21746.72122,609554.4692,14185.25054,361276.9084
"137",37742.29757,20655.98519,23116.0701,18533.89699,177917.7977,112075.966,109581.0557,139620.1931,73806.33557,66407.98068,111667.314,101440.5283
"138",7926.53707,8211.534623,6425.860326,7357.471106,99174.83233,85285.41929,7912.697235,7389.147113,30256.69217,17902.5742,31714.34549,29490.97016
"139",42273.8384,16657.07137,17491.83263,16721.02773,703996.4856,448735.188,8381.208455,24681.77957,9289.051665,27297.47013,16894.75386,24749.12736
"140",0,0,626.8528326,0,0,20825.80188,0,1695.536245,3519.923812,26998.86943,14871.83973,23693.369
"141",69516.43938,57994.1768,7494.991021,12038.92224,74393.15223,45824.29843,27895.74124,12365.87944,27163.71967,24648.63044,44804.49838,45750.86137
"142",8066.492218,4305.676033,631.3622768,634.0805638,79143.87561,15745.51228,78602.23919,22912.37028,4246.893999,6236.345498,13738.60789,16485.43183
"143",33567.59614,21745.49937,5779.619895,3963.50218,120387.1537,59464.7255,227985.7057,93428.64353,25135.32409,11720.46187,64433.62425,45565.31162
"144",71816.52965,43407.74059,129569.2655,77316.4232,3479170.972,1552613.798,4922161.72,2016943.923,222650.5087,143175.8697,605153.3163,430541.74
"145",13261.98001,2422.776947,41061.33083,36599.01231,17123.40176,15114.97413,7496.035589,4273.939766,250.4605708,34.62347072,4196.498983,9397.62299
"146",5488.996713,3230.818174,3101.130201,1732.619174,8783.603497,7003.291318,31133.69038,38893.28133,35766.13737,32904.52412,28293.6762,29002.71464
"147",28897.45745,13340.05147,1954.073754,3652.196814,41785.46405,8947.789446,2772.277073,7420.376827,28900.77703,2177.515451,25890.38219,14241.11682
"148",17564.65166,24180.88188,1618.792133,1100.203831,38896.5537,54370.65456,7255.754403,26101.67792,17539.14612,35673.28066,41554.10223,34553.71061
"149",71834.57804,69181.01642,70041.73662,56826.63198,138944.7397,190876.3304,13020.2232,33176.06369,120949.8952,111779.3409,181907.6308,204866.4539
"150",5301.043673,5488.452214,889.8515431,1229.514493,10824.50886,8735.238544,1696.685981,29221.04273,45355.64604,41418.47768,34971.2879,47533.54065
"151",254840.4562,159419.3552,91263.0533,75146.59837,958599.4339,648676.7229,1842564.482,1386964.032,447130.8388,296761.0628,885902.1235,530995.496
"152",3220.597507,469.7558564,1014.472179,1452.050118,31795.83979,15872.22023,22461.04433,11519.66833,6993.512884,3420.551601,23844.75017,16054.94253
"153",1381.627354,1167.347325,505.3517513,382.7523262,18918.89377,26280.95665,1107.461896,973.3841341,3249.093064,9884.458129,27803.44017,14744.99408
"154",1767.116194,8922.958875,132.9898172,2303.361355,14027.86583,34911.2255,0,4133.018562,2985.378843,23306.94593,8910.948842,28817.11146
"155",17002.07593,6826.243062,26029.16096,20788.64318,243725.3263,112944.5991,113292.0501,211176.4366,235009.2751,127374.3948,99606.01464,126486.2182
"156",0,580.1924495,1404.653151,199.1495923,55689.65394,127705.7615,28386.265,244472.6876,72303.80093,181880.0565,65152.77424,62902.16194
"157",11930.4184,8206.931184,2318.579475,1712.626494,54950.41828,36643.10915,35320.56672,31347.54066,10006.63774,3379.509131,18211.84957,11836.94189
"158",1771.587875,1425.601381,7957.405257,7184.523125,5423.713314,2804.457461,198404.4397,244343.8745,17817.22865,17108.40226,82287.81111,60700.93224
"159",102989.3,76724.47319,13898.29712,9388.603605,71583.38005,69709.57206,13275.44277,123820.4624,211785.9557,213449.9959,169719.9591,192987.4104
"160",995.5514731,7502.134491,57685.61005,45903.6232,23253.29336,15502.35529,0,0,581.2278166,0,0,6217.189719
"161",14737.47167,2154.002543,61.05727353,717.7860236,193059.9762,11789.31778,114895.8625,4767.128182,43405.70168,921.1018725,2773.864251,7324.143768
"162",3767.539645,2915.968357,724.8768977,115.3789263,86909.90158,30058.19743,37340.04746,18786.84684,15219.80724,6855.723516,3322.198748,3391.020219
"163",4439.964843,2574.75852,0,0,84401.55199,33430.0821,42829.28244,23773.06682,15925.57486,9955.646919,5022.88881,7490.261934
"164",11768665.87,8689448.366,5130832.972,4788224.631,49218872.38,29083305.61,48177679.79,42558111.2,35049402.27,27577786.65,71750330.49,57097877.48
"165",1265.365499,6222.521169,3556.093599,4599.933149,4183.572259,47103.25775,3597.064739,1949.320201,6247.934852,117301.9092,38874.4603,324370.043
"166",0,5753.748747,24658.77901,38142.04927,6336.043095,1849.182917,681.0722032,1870.677107,645.4226561,22415.45353,1272.78872,190267.5988
"167",44661.38665,42032.35874,23202.12239,17837.10041,216013.8031,122862.1233,198854.6222,227553.288,170809.0519,119288.4206,170163.6521,150359.1452
"168",457677.0406,367443.8982,152881.6745,157981.6052,640899.2426,471521.4879,2541191.362,2221823.715,2125748.748,1602373.234,1983337.374,1597633.619
"169",10990.82834,11122.5344,1386.406617,4269.78131,17408.14262,14374.28036,0,11897.26932,4650.93034,8487.578969,9877.919247,4746.462779
"170",129561.7924,103622.2378,3829.315045,9474.136556,92411.16963,80531.72991,30841.29415,45064.78148,40563.38195,43970.98785,78075.03641,39598.77527
"171",10604.79157,11265.74643,7604.068611,8989.923497,3684.208195,12498.56492,32768.93537,20560.76717,34059.20079,29225.72156,86504.78728,98729.91089
"172",21771.90592,16152.77043,9933.963054,5798.470978,253973.4427,81238.0882,382154.5783,242825.1971,1257775.608,1482977.931,1127140.826,641895.0391
"173",67107.32209,19532.84038,56168.18877,43302.24527,197775.3415,41867.84008,254605.4865,71034.94234,2216326.047,442304.0003,1252327.446,1068700.82
"174",6792.626536,1855.889279,1566.14492,0,19751.11543,3236.079203,8660.988279,14911.62169,54691.55647,30289.81348,155863.4235,211360.9706
"175",197185.2499,139760.5267,49160.78201,44015.4349,762272.1122,469979.1825,1114613.944,785262.0328,768021.0044,571603.1968,838016.2979,729733.4893
"176",60642.98416,104051.5686,49439.47655,33974.46988,115680.5557,210290.0802,5682.821246,6406.095116,406662.6559,1158883.823,324464.8009,1437212.712
"177",1811024.868,1430732.705,781813.029,705477.603,5741648.29,4222338.059,5703120.368,5902203.315,8194640.116,6482186.51,13451632.99,10449854.19
"178",383798.5251,368839.851,92202.6829,62975.86532,277880.1444,262721.6923,154070.1076,622190.3052,254821.2482,380067.3541,407742.0456,781738.2754
"179",167491.0058,127425.8723,21231.38144,21227.04945,113478.7572,55206.12536,11945.47798,54224.71149,82530.40492,63424.76373,120155.9743,113620.2967
"180",3287.376528,5103.71724,2744.819655,2778.102191,17889.60688,3973.154252,0,7335.291724,29494.64671,5635.531981,53951.47572,38389.20044
"181",15524.04022,8810.504431,2188.774628,2478.196479,32410.24831,23566.06442,0,0,20636.5211,3704.400511,16070.2138,12717.37016
"182",74734.38365,64038.08871,50808.54983,31935.02243,40312.68056,22045.86373,40177.91946,49261.04654,191870.7352,145473.4007,193594.7396,147743.5705
"183",4492009.964,3167926.773,717541.8388,625233.537,7971415.709,5217937.295,10220771.79,7657882.422,4940023.088,3801016.002,12802215.8,10329545.96
"184",1758.521158,61301.81313,6653.444441,5187.656319,17320.18743,94290.30815,855.1945651,14700.99096,2218.366977,177900.0683,0,107714.2642
"185",35606.75956,25154.48057,3528.599616,2982.522065,64860.79345,34700.43243,30801.84058,33921.54069,129765.5891,104211.6043,70365.06347,59993.38349
"186",3250642.955,43928480.67,14701986.9,19631819.85,7838424.404,15145379.34,4306252.866,1732978.224,11322659.13,63082982.12,1473192.346,88912733.92
"187",18929.10835,11765.16636,193.2354352,1971.854367,7526.418276,6500.76136,41302.27845,34820.62071,16280.69777,11523.43104,18793.19663,14361.62019
"188",246631.009,124638.1719,102713.4269,82978.80572,1649297.102,865660.771,1187393.893,856775.863,1073589.997,847040.1573,3430458.152,3087809.814
"189",43311.54436,161780.9965,2097.610617,861.5747608,67.88563046,26251.11024,0,647.1685288,73.60692141,0,0,4377.492653
"190",104210.6947,94254.43164,11973.0291,10151.00293,214295.3451,167497.4731,58126.17296,76899.34431,35887.6519,32039.87909,46274.3268,43278.25867
"191",4293.102218,5070.798136,1560.052664,2762.990994,22856.90167,9278.663021,1288.956001,8914.453212,24535.50249,22187.23866,55189.38894,47902.33715
"192",11652.79057,8628.43391,6003.805436,2716.751022,122494.8193,31952.76994,686.5271207,0,243.269113,0.037244227,2192.85374,505.8965877
